,CUSTOMER_ID,Date,recency,ORDER_ID,PIN_CODE,AGE_GROUP,100205,110401,110411,120103,130206,frequency,recency_cate,frequency_cate,customer
4254,561082,2000-11-03,117,8647,115,35-39,0.0,0.0,0.0,0.0,2.0,1,>66 day,0~10 freq,流失客
4255,561365,2001-02-10,18,639179,221,>65,0.0,0.0,0.0,1.0,0.0,9,16-31 day,0~10 freq,新顧客
4256,561365,2001-02-10,18,640120,221,>65,0.0,0.0,0.0,1.0,0.0,9,16-31 day,0~10 freq,新顧客
4257,561365,2001-02-10,18,642183,221,>65,0.0,0.0,0.0,1.0,0.0,9,16-31 day,0~10 freq,新顧客
4258,561365,2001-02-10,18,643460,221,>65,0.0,0.0,0.0,1.0,0.0,9,16-31 day,0~10 freq,新顧客
4259,561372,2001-02-02,26,692484,221,35-39,0.0,1.0,0.0,0.0,0.0,8,16-31 day,0~10 freq,新顧客
4260,561372,2001-02-02,26,708316,221,35-39,2.0,0.0,0.0,0.0,0.0,8,16-31 day,0~10 freq,新顧客
4261,561372,2001-02-02,26,709512,221,35-39,2.0,0.0,0.0,0.0,0.0,8,16-31 day,0~10 freq,新顧客
4262,561372,2001-02-02,26,709513,221,35-39,1.0,0.0,0.0,0.0,0.0,8,16-31 day,0~10 freq,新顧客
4263,561648,2001-02-09,19,636939,115,40-44,1.0,0.0,0.0,0.0,0.0,2,16-31 day,0~10 freq,新顧客
4264,561648,2001-02-09,19,641214,115,40-44,1.0,0.0,0.0,0.0,0.0,2,16-31 day,0~10 freq,新顧客
4265,561686,2001-02-13,15,699796,221,60-64,0.0,0.0,1.0,0.0,0.0,12,16-31 day,11~20 freq,新顧客
4266,561686,2001-02-13,15,702107,221,60-64,0.0,0.0,2.0,0.0,0.0,12,16-31 day,11~20 freq,新顧客
4267,561983,2001-02-10,18,640544,221,30-34,0.0,0.0,0.0,0.0,1.0,1,16-31 day,0~10 freq,新顧客
4268,562072,2001-02-18,10,747143,114,35-39,0.0,0.0,0.0,0.0,1.0,2,0-14 day,0~10 freq,新顧客
4269,562072,2001-02-18,10,749218,114,35-39,0.0,0.0,2.0,0.0,0.0,2,0-14 day,0~10 freq,新顧客
4270,562096,2001-01-29,30,599070,115,30-34,0.0,0.0,6.0,0.0,0.0,1,16-31 day,0~10 freq,新顧客
4271,562218,2001-02-27,1,801744,115,45-49,1.0,0.0,0.0,0.0,0.0,2,0-14 day,0~10 freq,新顧客
4272,562218,2001-02-27,1,805752,115,45-49,1.0,0.0,0.0,0.0,0.0,2,0-14 day,0~10 freq,新顧客
4273,562317,2001-02-11,17,622960,221,35-39,0.0,0.0,0.0,0.0,1.0,2,16-31 day,0~10 freq,新顧客
4274,562317,2001-02-11,17,623311,221,35-39,0.0,0.0,0.0,0.0,2.0,2,16-31 day,0~10 freq,新顧客
4275,562461,2000-11-25,95,173377,115,35-39,0.0,0.0,0.0,1.0,0.0,2,>66 day,0~10 freq,流失客
4276,562508,2001-01-14,45,406597,115,45-49,0.0,0.0,0.0,1.0,0.0,6,32-46 day,0~10 freq,新顧客
4277,562508,2001-01-14,45,408593,115,45-49,0.0,0.0,0.0,3.0,0.0,6,32-46 day,0~10 freq,新顧客
4278,562508,2001-01-14,45,412145,115,45-49,0.0,0.0,0.0,1.0,0.0,6,32-46 day,0~10 freq,新顧客
4279,562508,2001-01-14,45,422509,115,45-49,0.0,0.0,0.0,1.0,0.0,6,32-46 day,0~10 freq,新顧客
4280,562508,2001-01-14,45,430799,115,45-49,0.0,0.0,0.0,1.0,0.0,6,32-46 day,0~10 freq,新顧客
4281,562508,2001-01-14,45,431231,115,45-49,0.0,0.0,0.0,1.0,0.0,6,32-46 day,0~10 freq,新顧客
4282,562638,2001-02-01,27,709679,221,45-49,0.0,0.0,0.0,1.0,0.0,2,16-31 day,0~10 freq,新顧客
4283,562638,2001-02-01,27,709681,221,45-49,0.0,0.0,0.0,0.0,1.0,2,16-31 day,0~10 freq,新顧客
4284,562980,2001-01-11,48,433325,115,40-44,0.0,1.0,0.0,0.0,0.0,11,47-51 day,11~20 freq,流失客
4285,562980,2001-01-11,48,433738,115,40-44,0.0,1.0,0.0,0.0,0.0,11,47-51 day,11~20 freq,流失客
4286,562980,2001-01-11,48,436034,115,40-44,0.0,0.0,0.0,0.0,1.0,11,47-51 day,11~20 freq,流失客
4287,563079,2001-02-12,16,680645,115,45-49,0.0,0.0,0.0,1.0,0.0,1,16-31 day,0~10 freq,新顧客
4288,563178,2001-01-13,46,419286,221,50-54,0.0,2.0,0.0,0.0,0.0,7,32-46 day,0~10 freq,新顧客
4289,563178,2001-01-13,46,440041,221,50-54,1.0,0.0,0.0,0.0,0.0,7,32-46 day,0~10 freq,新顧客
4290,563178,2001-01-13,46,442735,221,50-54,1.0,0.0,0.0,0.0,0.0,7,32-46 day,0~10 freq,新顧客
4291,563178,2001-01-13,46,444325,221,50-54,0.0,1.0,0.0,0.0,0.0,7,32-46 day,0~10 freq,新顧客
4292,563314,2000-11-30,90,218468,221,45-49,0.0,1.0,0.0,0.0,0.0,1,>66 day,0~10 freq,流失客
4293,563420,2001-01-13,46,426205,115,55-59,0.0,1.0,0.0,0.0,0.0,4,32-46 day,0~10 freq,新顧客
4294,563574,2001-01-26,33,584812,221,40-44,0.0,0.0,1.0,0.0,0.0,8,32-46 day,0~10 freq,新顧客
4295,563918,2000-11-24,96,175494,221,40-44,0.0,1.0,0.0,0.0,0.0,1,>66 day,0~10 freq,流失客
4296,565172,2001-01-31,28,622657,115,50-54,0.0,0.0,0.0,0.0,4.0,2,16-31 day,0~10 freq,新顧客
4297,565202,2001-01-24,35,591443,115,60-64,2.0,0.0,0.0,0.0,0.0,4,32-46 day,0~10 freq,新顧客
4298,565202,2001-01-24,35,592679,115,60-64,1.0,0.0,0.0,0.0,0.0,4,32-46 day,0~10 freq,新顧客
4299,565202,2001-01-24,35,592683,115,60-64,1.0,0.0,0.0,0.0,0.0,4,32-46 day,0~10 freq,新顧客
4300,565202,2001-01-24,35,596572,115,60-64,2.0,0.0,0.0,0.0,0.0,4,32-46 day,0~10 freq,新顧客
4301,565264,2000-11-27,93,192467,Unknown,40-44,0.0,0.0,1.0,0.0,0.0,2,>66 day,0~10 freq,流失客
4302,565448,2001-02-22,6,774947,221,55-59,0.0,0.0,0.0,0.0,1.0,1,0-14 day,0~10 freq,新顧客
4303,565660,2001-02-03,25,687771,115,40-44,0.0,0.0,0.0,2.0,0.0,1,16-31 day,0~10 freq,新顧客
4304,565707,2001-02-10,18,646193,115,35-39,0.0,0.0,0.0,2.0,0.0,3,16-31 day,0~10 freq,新顧客
4305,565707,2001-02-10,18,647410,115,35-39,1.0,0.0,0.0,0.0,0.0,3,16-31 day,0~10 freq,新顧客
4306,565738,2001-02-26,2,789878,115,30-34,0.0,0.0,0.0,0.0,1.0,5,0-14 day,0~10 freq,新顧客
4307,565738,2001-02-26,2,791843,115,30-34,0.0,0.0,0.0,0.0,1.0,5,0-14 day,0~10 freq,新顧客
4308,566575,2000-12-14,76,325106,221,40-44,1.0,0.0,0.0,0.0,0.0,5,>66 day,0~10 freq,流失客
4309,566575,2000-12-14,76,326778,221,40-44,2.0,0.0,0.0,0.0,0.0,5,>66 day,0~10 freq,流失客
4310,566575,2000-12-14,76,329904,221,40-44,4.0,0.0,0.0,0.0,0.0,5,>66 day,0~10 freq,流失客
4311,567985,2001-02-24,4,776182,115,35-39,0.0,0.0,0.0,0.0,1.0,6,0-14 day,0~10 freq,新顧客
4312,568128,2001-01-20,39,530926,115,50-54,0.0,1.0,0.0,0.0,0.0,1,32-46 day,0~10 freq,新顧客
4313,568425,2001-02-18,10,745658,114,30-34,0.0,0.0,2.0,0.0,0.0,2,0-14 day,0~10 freq,新顧客
4314,568425,2001-02-18,10,749248,114,30-34,1.0,0.0,0.0,0.0,0.0,2,0-14 day,0~10 freq,新顧客
4315,568555,2000-11-21,99,147082,115,50-54,1.0,0.0,0.0,0.0,0.0,1,>66 day,0~10 freq,流失客
4316,568586,2000-12-27,63,375534,114,30-34,0.0,0.0,2.0,0.0,0.0,3,52- 66day,0~10 freq,流失客
4317,568821,2001-01-12,47,438552,115,55-59,0.0,0.0,0.0,0.0,1.0,1,47-51 day,0~10 freq,流失客
4318,568890,2001-01-21,38,523825,115,25-29,1.0,0.0,0.0,0.0,0.0,2,32-46 day,0~10 freq,新顧客
4319,569217,2001-02-13,15,701467,110,25-29,0.0,1.0,0.0,0.0,0.0,6,16-31 day,0~10 freq,新顧客
4320,569248,2001-02-07,21,648428,115,30-34,0.0,1.0,0.0,0.0,0.0,7,16-31 day,0~10 freq,新顧客
4321,569248,2001-02-07,21,648471,115,30-34,0.0,1.0,0.0,0.0,0.0,7,16-31 day,0~10 freq,新顧客
4322,569248,2001-02-07,21,652048,115,30-34,0.0,1.0,0.0,0.0,0.0,7,16-31 day,0~10 freq,新顧客
4323,569248,2001-02-07,21,653618,115,30-34,0.0,1.0,0.0,0.0,0.0,7,16-31 day,0~10 freq,新顧客
4324,569385,2001-01-20,39,510279,115,45-49,1.0,0.0,0.0,0.0,0.0,1,32-46 day,0~10 freq,新顧客
4325,569583,2001-02-21,7,752373,115,30-34,0.0,0.0,0.0,0.0,1.0,9,0-14 day,0~10 freq,新顧客
4326,569996,2001-02-23,5,781926,221,30-34,0.0,0.0,0.0,1.0,0.0,8,0-14 day,0~10 freq,新顧客
4327,570060,2001-02-22,6,766826,221,60-64,0.0,0.0,0.0,2.0,0.0,1,0-14 day,0~10 freq,新顧客
4328,570169,2000-12-28,62,369815,221,30-34,0.0,0.0,0.0,1.0,0.0,2,52- 66day,0~10 freq,流失客
4329,570169,2000-12-28,62,369928,221,30-34,0.0,0.0,0.0,1.0,0.0,2,52- 66day,0~10 freq,流失客
4330,570244,2001-01-20,39,533398,115,40-44,0.0,0.0,0.0,1.0,0.0,1,32-46 day,0~10 freq,新顧客
4331,570565,2001-02-27,1,802767,Unknown,30-34,1.0,0.0,0.0,0.0,0.0,46,0-14 day,41~50 freq,常貴客
4332,570565,2001-02-27,1,809882,Unknown,30-34,1.0,0.0,0.0,0.0,0.0,46,0-14 day,41~50 freq,常貴客
4333,570930,2001-01-22,37,559819,115,45-49,0.0,1.0,0.0,0.0,0.0,6,32-46 day,0~10 freq,新顧客
4334,570930,2001-01-22,37,562687,115,45-49,1.0,0.0,0.0,0.0,0.0,6,32-46 day,0~10 freq,新顧客
4335,570930,2001-01-22,37,563423,115,45-49,1.0,0.0,0.0,0.0,0.0,6,32-46 day,0~10 freq,新顧客
4336,571234,2001-02-24,4,781328,115,35-39,1.0,0.0,0.0,0.0,0.0,2,0-14 day,0~10 freq,新顧客
4337,571296,2000-12-01,89,316324,115,45-49,0.0,0.0,0.0,2.0,0.0,1,>66 day,0~10 freq,流失客
4338,571722,2001-01-22,37,546649,115,35-39,0.0,0.0,1.0,0.0,0.0,5,32-46 day,0~10 freq,新顧客
4339,571722,2001-01-22,37,547383,115,35-39,0.0,0.0,1.0,0.0,0.0,5,32-46 day,0~10 freq,新顧客
4340,571722,2001-01-22,37,551418,115,35-39,0.0,0.0,1.0,0.0,0.0,5,32-46 day,0~10 freq,新顧客
4341,571869,2000-12-17,73,332228,115,30-34,0.0,0.0,1.0,0.0,0.0,3,>66 day,0~10 freq,流失客
4342,571869,2000-12-17,73,350558,115,30-34,0.0,0.0,1.0,0.0,0.0,3,>66 day,0~10 freq,流失客
4343,571869,2000-12-17,73,351059,115,30-34,0.0,0.0,2.0,0.0,0.0,3,>66 day,0~10 freq,流失客
4344,572576,2001-01-06,53,462016,221,40-44,0.0,0.0,0.0,0.0,1.0,1,52- 66day,0~10 freq,流失客
4345,572590,2000-11-11,109,64373,114,35-39,0.0,0.0,0.0,1.0,0.0,6,>66 day,0~10 freq,流失客
4346,572590,2000-11-11,109,65620,114,35-39,0.0,0.0,1.0,0.0,0.0,6,>66 day,0~10 freq,流失客
4347,572590,2000-11-11,109,65622,114,35-39,0.0,0.0,0.0,1.0,0.0,6,>66 day,0~10 freq,流失客
4348,572590,2000-11-11,109,67587,114,35-39,0.0,0.0,0.0,1.0,0.0,6,>66 day,0~10 freq,流失客
4349,572590,2000-11-11,109,67877,114,35-39,0.0,0.0,1.0,0.0,0.0,6,>66 day,0~10 freq,流失客
4350,572590,2000-11-11,109,67969,114,35-39,0.0,0.0,0.0,1.0,0.0,6,>66 day,0~10 freq,流失客
4351,572996,2001-02-23,5,763381,221,35-39,0.0,2.0,0.0,0.0,0.0,13,0-14 day,11~20 freq,新顧客
4352,573450,2000-11-27,93,192345,115,40-44,0.0,0.0,0.0,1.0,0.0,3,>66 day,0~10 freq,流失客
4353,573450,2000-11-27,93,194468,115,40-44,1.0,0.0,0.0,0.0,0.0,3,>66 day,0~10 freq,流失客
4354,573474,2001-02-16,12,735802,115,50-54,1.0,0.0,0.0,0.0,0.0,1,0-14 day,0~10 freq,新顧客
4355,573733,2001-02-04,24,675998,114,35-39,1.0,0.0,0.0,0.0,0.0,3,16-31 day,0~10 freq,新顧客
4356,573764,2000-11-08,112,51179,106,45-49,1.0,0.0,0.0,0.0,0.0,1,>66 day,0~10 freq,流失客
4357,573887,2001-01-30,29,621068,115,35-39,1.0,0.0,0.0,0.0,0.0,5,16-31 day,0~10 freq,新顧客
4358,573962,2000-12-18,72,363380,115,35-39,0.0,0.0,1.0,0.0,0.0,3,>66 day,0~10 freq,流失客
4359,573962,2000-12-18,72,365646,115,35-39,0.0,0.0,1.0,0.0,0.0,3,>66 day,0~10 freq,流失客
4360,573962,2000-12-18,72,368114,115,35-39,0.0,0.0,1.0,0.0,0.0,3,>66 day,0~10 freq,流失客
4361,574082,2000-11-29,91,205626,115,25-29,1.0,0.0,0.0,0.0,0.0,3,>66 day,0~10 freq,流失客
4362,574082,2000-11-29,91,205629,115,25-29,0.0,0.0,0.0,1.0,0.0,3,>66 day,0~10 freq,流失客
4363,574082,2000-11-29,91,208811,115,25-29,1.0,0.0,0.0,0.0,0.0,3,>66 day,0~10 freq,流失客
4364,574280,2001-01-22,37,565137,Unknown,35-39,0.0,0.0,0.0,1.0,0.0,1,32-46 day,0~10 freq,新顧客
4365,574334,2001-01-22,37,559574,115,35-39,0.0,0.0,0.0,2.0,0.0,8,32-46 day,0~10 freq,新顧客
4366,574334,2001-01-22,37,560296,115,35-39,0.0,0.0,0.0,2.0,0.0,8,32-46 day,0~10 freq,新顧客
4367,574334,2001-01-22,37,560305,115,35-39,0.0,0.0,0.0,2.0,0.0,8,32-46 day,0~10 freq,新顧客
4368,574334,2001-01-22,37,560697,115,35-39,0.0,0.0,0.0,2.0,0.0,8,32-46 day,0~10 freq,新顧客
4369,574334,2001-01-22,37,561122,115,35-39,0.0,0.0,0.0,1.0,0.0,8,32-46 day,0~10 freq,新顧客
4370,574334,2001-01-22,37,562335,115,35-39,0.0,0.0,0.0,1.0,0.0,8,32-46 day,0~10 freq,新顧客
4371,574334,2001-01-22,37,562336,115,35-39,0.0,0.0,0.0,2.0,0.0,8,32-46 day,0~10 freq,新顧客
4372,574334,2001-01-22,37,563883,115,35-39,0.0,0.0,0.0,2.0,0.0,8,32-46 day,0~10 freq,新顧客
4373,574549,2001-02-24,4,784078,221,45-49,0.0,0.0,1.0,0.0,0.0,2,0-14 day,0~10 freq,新顧客
4374,574549,2001-02-24,4,788022,221,45-49,0.0,0.0,0.0,0.0,3.0,2,0-14 day,0~10 freq,新顧客
4375,574600,2000-11-19,101,130096,221,35-39,0.0,1.0,0.0,0.0,0.0,2,>66 day,0~10 freq,流失客
4376,574600,2000-11-19,101,132500,221,35-39,0.0,1.0,0.0,0.0,0.0,2,>66 day,0~10 freq,流失客
4377,574655,2001-01-13,46,425542,115,50-54,0.0,0.0,0.0,1.0,0.0,3,32-46 day,0~10 freq,新顧客
4378,574655,2001-01-13,46,427940,115,50-54,0.0,0.0,0.0,1.0,0.0,3,32-46 day,0~10 freq,新顧客
4379,574655,2001-01-13,46,493647,115,50-54,0.0,0.0,0.0,1.0,0.0,3,32-46 day,0~10 freq,新顧客
4380,574716,2000-11-03,117,18960,115,50-54,1.0,0.0,0.0,0.0,0.0,1,>66 day,0~10 freq,流失客
4381,575010,2001-02-22,6,769010,115,55-59,2.0,0.0,0.0,0.0,0.0,11,0-14 day,11~20 freq,新顧客
4382,575010,2001-02-22,6,772582,115,55-59,0.0,1.0,0.0,0.0,0.0,11,0-14 day,11~20 freq,新顧客
4383,575010,2001-02-22,6,774011,115,55-59,0.0,1.0,0.0,0.0,0.0,11,0-14 day,11~20 freq,新顧客
4384,575157,2001-02-14,14,701158,221,35-39,0.0,0.0,0.0,0.0,2.0,2,0-14 day,0~10 freq,新顧客
4385,575157,2001-02-14,14,718272,221,35-39,0.0,0.0,0.0,0.0,2.0,2,0-14 day,0~10 freq,新顧客
4386,575355,2001-02-24,4,787214,115,45-49,1.0,0.0,0.0,0.0,0.0,4,0-14 day,0~10 freq,新顧客
4387,575386,2001-01-23,36,579710,115,50-54,0.0,0.0,0.0,0.0,1.0,8,32-46 day,0~10 freq,新顧客
4388,575416,2001-02-18,10,729363,115,45-49,0.0,0.0,0.0,0.0,1.0,10,0-14 day,0~10 freq,新顧客
4389,575676,2001-02-21,7,770422,115,35-39,1.0,0.0,0.0,0.0,0.0,9,0-14 day,0~10 freq,新顧客
4390,575683,2000-11-24,96,154335,115,40-44,2.0,0.0,0.0,0.0,0.0,1,>66 day,0~10 freq,流失客
4391,575799,2001-02-21,7,770036,105,55-59,1.0,0.0,0.0,0.0,0.0,1,0-14 day,0~10 freq,新顧客
4392,575898,2000-12-30,60,388798,115,35-39,0.0,0.0,0.0,2.0,0.0,2,52- 66day,0~10 freq,流失客
4393,575898,2000-12-30,60,392708,115,35-39,0.0,0.0,0.0,2.0,0.0,2,52- 66day,0~10 freq,流失客
4394,575911,2001-01-02,57,476436,115,25-29,0.0,1.0,0.0,0.0,0.0,3,52- 66day,0~10 freq,流失客
4395,575911,2001-01-02,57,478381,115,25-29,0.0,1.0,0.0,0.0,0.0,3,52- 66day,0~10 freq,流失客
4396,575928,2001-02-09,19,636033,115,40-44,1.0,0.0,0.0,0.0,0.0,6,16-31 day,0~10 freq,新顧客
4397,575928,2001-02-09,19,637934,115,40-44,0.0,0.0,0.0,0.0,1.0,6,16-31 day,0~10 freq,新顧客
4398,575928,2001-02-09,19,639852,115,40-44,1.0,0.0,0.0,0.0,0.0,6,16-31 day,0~10 freq,新顧客
4399,576017,2000-11-19,101,116278,221,30-34,1.0,0.0,0.0,0.0,0.0,5,>66 day,0~10 freq,流失客
4400,576017,2000-11-19,101,134968,221,30-34,0.0,1.0,0.0,0.0,0.0,5,>66 day,0~10 freq,流失客
4401,576017,2000-11-19,101,136972,221,30-34,1.0,0.0,0.0,0.0,0.0,5,>66 day,0~10 freq,流失客
4402,576338,2001-01-11,48,436349,115,45-49,1.0,0.0,0.0,0.0,0.0,2,47-51 day,0~10 freq,流失客
4403,576338,2001-01-11,48,437612,115,45-49,1.0,0.0,0.0,0.0,0.0,2,47-51 day,0~10 freq,流失客
4404,576468,2000-12-12,78,257910,221,45-49,0.0,0.0,0.0,0.0,1.0,1,>66 day,0~10 freq,流失客
4405,576536,2001-01-21,38,521871,110,50-54,0.0,1.0,0.0,0.0,0.0,7,32-46 day,0~10 freq,新顧客
4406,576536,2001-01-21,38,522283,110,50-54,1.0,0.0,0.0,0.0,0.0,7,32-46 day,0~10 freq,新顧客
4407,576536,2001-01-21,38,526239,110,50-54,0.0,1.0,0.0,0.0,0.0,7,32-46 day,0~10 freq,新顧客
4408,576604,2001-01-20,39,508352,221,35-39,0.0,1.0,0.0,0.0,0.0,6,32-46 day,0~10 freq,新顧客
4409,576604,2001-01-20,39,527785,221,35-39,0.0,1.0,0.0,0.0,0.0,6,32-46 day,0~10 freq,新顧客
4410,576642,2001-02-11,17,630346,115,35-39,1.0,0.0,0.0,0.0,0.0,24,16-31 day,21~30 freq,新顧客
4411,576727,2001-01-24,35,591805,221,45-49,0.0,0.0,4.0,0.0,0.0,2,32-46 day,0~10 freq,新顧客
4412,576727,2001-01-24,35,593757,221,45-49,0.0,0.0,2.0,0.0,0.0,2,32-46 day,0~10 freq,新顧客
4413,576741,2000-11-05,115,44266,221,45-49,0.0,0.0,3.0,0.0,0.0,3,>66 day,0~10 freq,流失客
4414,576741,2000-11-05,115,45637,221,45-49,0.0,0.0,2.0,0.0,0.0,3,>66 day,0~10 freq,流失客
4415,576741,2000-11-05,115,45907,221,45-49,0.0,0.0,1.0,0.0,0.0,3,>66 day,0~10 freq,流失客
4416,577069,2000-12-29,61,387926,221,55-59,0.0,0.0,0.0,0.0,1.0,1,52- 66day,0~10 freq,流失客
4417,577182,2001-02-19,9,742414,115,55-59,0.0,0.0,0.0,0.0,1.0,1,0-14 day,0~10 freq,新顧客
4418,577335,2000-12-31,59,382071,114,40-44,0.0,0.0,1.0,0.0,0.0,7,52- 66day,0~10 freq,流失客
4419,577335,2000-12-31,59,382596,114,40-44,1.0,0.0,0.0,0.0,0.0,7,52- 66day,0~10 freq,流失客
4420,577335,2000-12-31,59,383873,114,40-44,0.0,0.0,2.0,0.0,0.0,7,52- 66day,0~10 freq,流失客
4421,577335,2000-12-31,59,384667,114,40-44,0.0,1.0,0.0,0.0,0.0,7,52- 66day,0~10 freq,流失客
4422,577335,2000-12-31,59,385242,114,40-44,0.0,0.0,1.0,0.0,0.0,7,52- 66day,0~10 freq,流失客
4423,577335,2000-12-31,59,386232,114,40-44,0.0,0.0,1.0,0.0,0.0,7,52- 66day,0~10 freq,流失客
4424,577335,2000-12-31,59,386650,114,40-44,1.0,0.0,0.0,0.0,0.0,7,52- 66day,0~10 freq,流失客
4425,577366,2001-01-27,32,586319,110,45-49,0.0,0.0,2.0,0.0,0.0,1,32-46 day,0~10 freq,新顧客
4426,577519,2001-01-06,53,466170,115,35-39,0.0,1.0,0.0,0.0,0.0,1,52- 66day,0~10 freq,流失客
4427,577656,2001-02-16,12,714362,221,45-49,0.0,1.0,0.0,0.0,0.0,11,0-14 day,11~20 freq,新顧客
4428,577656,2001-02-16,12,735391,221,45-49,0.0,1.0,0.0,0.0,0.0,11,0-14 day,11~20 freq,新顧客
4429,577786,2000-12-03,87,283774,Others,25-29,0.0,0.0,0.0,2.0,0.0,1,>66 day,0~10 freq,流失客
4430,577793,2001-02-08,20,651129,221,40-44,0.0,0.0,0.0,0.0,2.0,3,16-31 day,0~10 freq,新顧客
4431,577793,2001-02-08,20,654546,221,40-44,0.0,0.0,2.0,0.0,0.0,3,16-31 day,0~10 freq,新顧客
4432,577830,2000-12-11,79,237440,110,50-54,1.0,0.0,0.0,0.0,0.0,6,>66 day,0~10 freq,流失客
4433,577830,2000-12-11,79,238692,110,50-54,0.0,0.0,0.0,0.0,1.0,6,>66 day,0~10 freq,流失客
4434,577830,2000-12-11,79,239537,110,50-54,0.0,1.0,0.0,0.0,0.0,6,>66 day,0~10 freq,流失客
4435,577830,2000-12-11,79,239540,110,50-54,0.0,0.0,0.0,0.0,1.0,6,>66 day,0~10 freq,流失客
4436,578059,2001-02-26,2,806240,115,40-44,0.0,0.0,0.0,2.0,0.0,3,0-14 day,0~10 freq,新顧客
4437,578059,2001-02-26,2,808670,115,40-44,0.0,0.0,0.0,0.0,2.0,3,0-14 day,0~10 freq,新顧客
4438,578059,2001-02-26,2,809513,115,40-44,1.0,0.0,0.0,0.0,0.0,3,0-14 day,0~10 freq,新顧客
4439,578264,2000-11-11,109,66691,221,30-34,1.0,0.0,0.0,0.0,0.0,1,>66 day,0~10 freq,流失客
4440,578370,2001-01-14,45,431748,221,45-49,0.0,0.0,1.0,0.0,0.0,1,32-46 day,0~10 freq,新顧客
4441,578523,2001-01-23,36,578148,221,40-44,1.0,0.0,0.0,0.0,0.0,6,32-46 day,0~10 freq,新顧客
4442,578523,2001-01-23,36,579707,221,40-44,1.0,0.0,0.0,0.0,0.0,6,32-46 day,0~10 freq,新顧客
4443,578523,2001-01-23,36,581511,221,40-44,1.0,0.0,0.0,0.0,0.0,6,32-46 day,0~10 freq,新顧客
4444,578523,2001-01-23,36,584378,221,40-44,1.0,0.0,0.0,0.0,0.0,6,32-46 day,0~10 freq,新顧客
4445,578578,2001-02-14,14,700326,Others,40-44,0.0,1.0,0.0,0.0,0.0,17,0-14 day,11~20 freq,新顧客
4446,578578,2001-02-14,14,700764,Others,40-44,0.0,1.0,0.0,0.0,0.0,17,0-14 day,11~20 freq,新顧客
4447,578578,2001-02-14,14,701658,Others,40-44,0.0,1.0,0.0,0.0,0.0,17,0-14 day,11~20 freq,新顧客
4448,578608,2000-12-05,85,268277,115,55-59,0.0,1.0,0.0,0.0,0.0,2,>66 day,0~10 freq,流失客
4449,578608,2000-12-05,85,268278,115,55-59,0.0,1.0,0.0,0.0,0.0,2,>66 day,0~10 freq,流失客
4450,579117,2000-12-30,60,387123,221,45-49,0.0,0.0,0.0,0.0,1.0,1,52- 66day,0~10 freq,流失客
4451,579162,2001-01-23,36,571972,115,25-29,1.0,0.0,0.0,0.0,0.0,2,32-46 day,0~10 freq,新顧客
4452,579162,2001-01-23,36,575453,115,25-29,0.0,1.0,0.0,0.0,0.0,2,32-46 day,0~10 freq,新顧客
4453,579254,2001-02-27,1,810490,221,45-49,0.0,0.0,0.0,0.0,1.0,3,0-14 day,0~10 freq,新顧客
4454,579650,2001-02-22,6,769532,Unknown,35-39,1.0,0.0,0.0,0.0,0.0,2,0-14 day,0~10 freq,新顧客
4455,579711,2001-02-10,18,640941,115,35-39,0.0,0.0,0.0,1.0,0.0,8,16-31 day,0~10 freq,新顧客
4456,579711,2001-02-10,18,646147,115,35-39,0.0,0.0,0.0,1.0,0.0,8,16-31 day,0~10 freq,新顧客
4457,579711,2001-02-10,18,658668,115,35-39,0.0,0.0,0.0,1.0,0.0,8,16-31 day,0~10 freq,新顧客
4458,579735,2000-11-19,101,138879,115,40-44,0.0,0.0,0.0,0.0,1.0,4,>66 day,0~10 freq,流失客
4459,579766,2001-02-20,8,757043,221,>65,0.0,1.0,0.0,0.0,0.0,2,0-14 day,0~10 freq,新顧客
4460,579766,2001-02-20,8,761337,221,>65,0.0,1.0,0.0,0.0,0.0,2,0-14 day,0~10 freq,新顧客
4461,579933,2000-12-12,78,220242,221,35-39,0.0,0.0,0.0,1.0,0.0,18,>66 day,11~20 freq,流失客
4462,579933,2000-12-12,78,255778,221,35-39,0.0,0.0,0.0,2.0,0.0,18,>66 day,11~20 freq,流失客
4463,579933,2000-12-12,78,255784,221,35-39,0.0,0.0,0.0,1.0,0.0,18,>66 day,11~20 freq,流失客
4464,579933,2000-12-12,78,255787,221,35-39,0.0,0.0,0.0,1.0,0.0,18,>66 day,11~20 freq,流失客
4465,579933,2000-12-12,78,255874,221,35-39,0.0,1.0,0.0,0.0,0.0,18,>66 day,11~20 freq,流失客
4466,579933,2000-12-12,78,258410,221,35-39,0.0,0.0,0.0,1.0,0.0,18,>66 day,11~20 freq,流失客
4467,579933,2000-12-12,78,259243,221,35-39,0.0,0.0,0.0,1.0,0.0,18,>66 day,11~20 freq,流失客
4468,579933,2000-12-12,78,261570,221,35-39,0.0,1.0,0.0,0.0,0.0,18,>66 day,11~20 freq,流失客
4469,579933,2000-12-12,78,264070,221,35-39,0.0,0.0,0.0,1.0,0.0,18,>66 day,11~20 freq,流失客
4470,579933,2000-12-12,78,264800,221,35-39,0.0,1.0,0.0,0.0,0.0,18,>66 day,11~20 freq,流失客
4471,579933,2000-12-12,78,265628,221,35-39,0.0,0.0,0.0,2.0,0.0,18,>66 day,11~20 freq,流失客
4472,579933,2000-12-12,78,266970,221,35-39,0.0,0.0,0.0,1.0,0.0,18,>66 day,11~20 freq,流失客
