,CUSTOMER_ID,weighted_average,back_probability,percentage
5041,1524673,1.0,good,66.66666666666666
5040,1524666,1.0,good,66.66666666666666
5039,1524604,1.0,good,66.66666666666666
5034,1523942,1.0,good,66.66666666666666
5032,1523607,1.0,good,66.66666666666666
5030,1523232,1.0,good,66.66666666666666
5028,1523065,1.0,good,66.66666666666666
5026,1522853,1.0,good,66.66666666666666
5022,1522655,1.0,good,66.66666666666666
5021,1522587,1.0,good,66.66666666666666
5018,1522235,1.0,good,66.66666666666666
5017,1521979,1.0,good,66.66666666666666
5016,1521917,1.0,good,66.66666666666666
5010,1521191,1.0,good,66.66666666666666
5008,1521030,1.0,good,66.66666666666666
4917,1505139,1.0,good,66.66666666666666
4914,1504583,1.0,good,66.66666666666666
4784,1484472,1.0,good,66.66666666666666
4816,1488913,1.0,good,66.66666666666666
4841,1492514,1.0,good,66.66666666666666
4840,1492491,1.0,good,66.66666666666666
4834,1491678,1.0,good,66.66666666666666
4830,1490640,1.0,good,66.66666666666666
4825,1490152,1.0,good,66.66666666666666
4824,1489729,1.0,good,66.66666666666666
4821,1489309,1.0,good,66.66666666666666
4820,1489255,1.0,good,66.66666666666666
4818,1489002,1.0,good,66.66666666666666
4817,1488975,1.0,good,66.66666666666666
4815,1488487,1.0,good,66.66666666666666
4910,1504163,1.0,good,66.66666666666666
4814,1488272,1.0,good,66.66666666666666
4812,1488005,1.0,good,66.66666666666666
4811,1487930,1.0,good,66.66666666666666
4807,1487411,1.0,good,66.66666666666666
4806,1487190,1.0,good,66.66666666666666
4805,1487138,1.0,good,66.66666666666666
4801,1486360,1.0,good,66.66666666666666
4796,1485752,1.0,good,66.66666666666666
4794,1485219,1.0,good,66.66666666666666
4792,1485172,1.0,good,66.66666666666666
4845,1493221,1.0,good,66.66666666666666
4847,1493542,1.0,good,66.66666666666666
4849,1493726,1.0,good,66.66666666666666
4851,1494129,1.0,good,66.66666666666666
4908,1504118,1.0,good,66.66666666666666
4907,1504088,1.0,good,66.66666666666666
4902,1503234,1.0,good,66.66666666666666
4898,1501605,1.0,good,66.66666666666666
4893,1501087,1.0,good,66.66666666666666
4892,1500998,1.0,good,66.66666666666666
4885,1499940,1.0,good,66.66666666666666
4884,1499889,1.0,good,66.66666666666666
4882,1499711,1.0,good,66.66666666666666
4881,1499674,1.0,good,66.66666666666666
4879,1499384,1.0,good,66.66666666666666
4878,1499247,1.0,good,66.66666666666666
4877,1498936,1.0,good,66.66666666666666
4874,1498172,1.0,good,66.66666666666666
4873,1498165,1.0,good,66.66666666666666
4870,1497700,1.0,good,66.66666666666666
4860,1495904,1.0,good,66.66666666666666
4859,1495539,1.0,good,66.66666666666666
4858,1495522,1.0,good,66.66666666666666
4857,1495386,1.0,good,66.66666666666666
4854,1494662,1.0,good,66.66666666666666
7885,1798692,1.0,good,66.66666666666666
7890,1799088,1.0,good,66.66666666666666
3274,1119510,1.0,good,66.66666666666666
10584,2091020,1.0,good,66.66666666666666
10613,2092928,1.0,good,66.66666666666666
10608,2092614,1.0,good,66.66666666666666
10606,2092065,1.0,good,66.66666666666666
10602,2091921,1.0,good,66.66666666666666
10601,2091914,1.0,good,66.66666666666666
10600,2091846,1.0,good,66.66666666666666
10598,2091730,1.0,good,66.66666666666666
10597,2091570,1.0,good,66.66666666666666
10595,2091433,1.0,good,66.66666666666666
10588,2091228,1.0,good,66.66666666666666
10583,2090948,1.0,good,66.66666666666666
10615,2093215,1.0,good,66.66666666666666
10576,2090597,1.0,good,66.66666666666666
10575,2090559,1.0,good,66.66666666666666
10572,2090511,1.0,good,66.66666666666666
10570,2089966,1.0,good,66.66666666666666
10569,2089577,1.0,good,66.66666666666666
10566,2089379,1.0,good,66.66666666666666
10564,2089171,1.0,good,66.66666666666666
10562,2089058,1.0,good,66.66666666666666
10555,2088389,1.0,good,66.66666666666666
10553,2088280,1.0,good,66.66666666666666
10614,2093017,1.0,good,66.66666666666666
10617,2093253,1.0,good,66.66666666666666
10957,2122359,1.0,good,66.66666666666666
10654,2096070,1.0,good,66.66666666666666
10682,2098371,1.0,good,66.66666666666666
10681,2098333,1.0,good,66.66666666666666
10680,2098272,1.0,good,66.66666666666666
10679,2098265,1.0,good,66.66666666666666
10674,2097916,1.0,good,66.66666666666666
10667,2097381,1.0,good,66.66666666666666
10662,2096803,1.0,good,66.66666666666666
10658,2096452,1.0,good,66.66666666666666
10657,2096421,1.0,good,66.66666666666666
10656,2096322,1.0,good,66.66666666666666
10650,2095936,1.0,good,66.66666666666666
10618,2093314,1.0,good,66.66666666666666
10646,2095615,1.0,good,66.66666666666666
10644,2095523,1.0,good,66.66666666666666
10638,2094991,1.0,good,66.66666666666666
10635,2094779,1.0,good,66.66666666666666
10634,2094748,1.0,good,66.66666666666666
10631,2094700,1.0,good,66.66666666666666
10628,2094298,1.0,good,66.66666666666666
10626,2094137,1.0,good,66.66666666666666
10620,2093765,1.0,good,66.66666666666666
10619,2093536,1.0,good,66.66666666666666
10550,2088167,1.0,good,66.66666666666666
10547,2087498,1.0,good,66.66666666666666
10543,2087313,1.0,good,66.66666666666666
10463,2079578,1.0,good,66.66666666666666
10486,2082073,1.0,good,66.66666666666666
10485,2081939,1.0,good,66.66666666666666
10481,2081649,1.0,good,66.66666666666666
10476,2080925,1.0,good,66.66666666666666
10474,2080833,1.0,good,66.66666666666666
10473,2080512,1.0,good,66.66666666666666
10469,2080314,1.0,good,66.66666666666666
10466,2080154,1.0,good,66.66666666666666
10465,2079882,1.0,good,66.66666666666666
10464,2079646,1.0,good,66.66666666666666
10458,2079172,1.0,good,66.66666666666666
10541,2087221,1.0,good,66.66666666666666
10453,2078946,1.0,good,66.66666666666666
10451,2078434,1.0,good,66.66666666666666
10450,2078311,1.0,good,66.66666666666666
10449,2078083,1.0,good,66.66666666666666
10443,2077420,1.0,good,66.66666666666666
10441,2077239,1.0,good,66.66666666666666
10440,2077147,1.0,good,66.66666666666666
10439,2076812,1.0,good,66.66666666666666
10438,2076775,1.0,good,66.66666666666666
10436,2076713,1.0,good,66.66666666666666
10487,2082110,1.0,good,66.66666666666666
10491,2082509,1.0,good,66.66666666666666
10493,2082936,1.0,good,66.66666666666666
10497,2083100,1.0,good,66.66666666666666
10539,2087092,1.0,good,66.66666666666666
10538,2087047,1.0,good,66.66666666666666
10537,2086996,1.0,good,66.66666666666666
10534,2086675,1.0,good,66.66666666666666
10532,2086613,1.0,good,66.66666666666666
10531,2086545,1.0,good,66.66666666666666
10530,2086347,1.0,good,66.66666666666666
10528,2086231,1.0,good,66.66666666666666
10527,2086194,1.0,good,66.66666666666666
10526,2086187,1.0,good,66.66666666666666
10525,2085913,1.0,good,66.66666666666666
10519,2085067,1.0,good,66.66666666666666
10516,2084862,1.0,good,66.66666666666666
10515,2084848,1.0,good,66.66666666666666
10514,2084770,1.0,good,66.66666666666666
10512,2084732,1.0,good,66.66666666666666
10510,2084527,1.0,good,66.66666666666666
10508,2084213,1.0,good,66.66666666666666
10507,2084176,1.0,good,66.66666666666666
10501,2083414,1.0,good,66.66666666666666
10498,2083124,1.0,good,66.66666666666666
10683,2098463,1.0,good,66.66666666666666
10686,2098579,1.0,good,66.66666666666666
10688,2098890,1.0,good,66.66666666666666
10863,2114095,1.0,good,66.66666666666666
10894,2117171,1.0,good,66.66666666666666
10889,2116501,1.0,good,66.66666666666666
10884,2115849,1.0,good,66.66666666666666
10876,2115283,1.0,good,66.66666666666666
10875,2115245,1.0,good,66.66666666666666
10873,2115061,1.0,good,66.66666666666666
10871,2114989,1.0,good,66.66666666666666
10869,2114828,1.0,good,66.66666666666666
10868,2114705,1.0,good,66.66666666666666
10867,2114668,1.0,good,66.66666666666666
10858,2113739,1.0,good,66.66666666666666
10814,2109152,1.0,good,66.66666666666666
10856,2113432,1.0,good,66.66666666666666
10854,2113012,1.0,good,66.66666666666666
10845,2112244,1.0,good,66.66666666666666
10839,2111759,1.0,good,66.66666666666666
10831,2111063,1.0,good,66.66666666666666
10830,2110981,1.0,good,66.66666666666666
10825,2110318,1.0,good,66.66666666666666
10823,2110219,1.0,good,66.66666666666666
10820,2109909,1.0,good,66.66666666666666
10819,2109886,1.0,good,66.66666666666666
10896,2117232,1.0,good,66.66666666666666
10898,2117263,1.0,good,66.66666666666666
10900,2117348,1.0,good,66.66666666666666
10901,2117416,1.0,good,66.66666666666666
10954,2122267,1.0,good,66.66666666666666
10951,2121918,1.0,good,66.66666666666666
10950,2121895,1.0,good,66.66666666666666
10948,2121734,1.0,good,66.66666666666666
10946,2121468,1.0,good,66.66666666666666
10943,2121369,1.0,good,66.66666666666666
10942,2121345,1.0,good,66.66666666666666
10941,2121321,1.0,good,66.66666666666666
10938,2120850,1.0,good,66.66666666666666
10934,2120188,1.0,good,66.66666666666666
10933,2120133,1.0,good,66.66666666666666
10930,2119960,1.0,good,66.66666666666666
10921,2119038,1.0,good,66.66666666666666
10920,2118932,1.0,good,66.66666666666666
10919,2118918,1.0,good,66.66666666666666
10916,2118529,1.0,good,66.66666666666666
10915,2118451,1.0,good,66.66666666666666
10909,2118000,1.0,good,66.66666666666666
10908,2117966,1.0,good,66.66666666666666
10906,2117805,1.0,good,66.66666666666666
10902,2117461,1.0,good,66.66666666666666
10818,2109879,1.0,good,66.66666666666666
10813,2109145,1.0,good,66.66666666666666
10692,2099200,1.0,good,66.66666666666666
10713,2100586,1.0,good,66.66666666666666
10740,2103587,1.0,good,66.66666666666666
10737,2102856,1.0,good,66.66666666666666
10732,2102566,1.0,good,66.66666666666666
10731,2102481,1.0,good,66.66666666666666
10726,2102092,1.0,good,66.66666666666666
10725,2101927,1.0,good,66.66666666666666
10723,2101590,1.0,good,66.66666666666666
10718,2101118,1.0,good,66.66666666666666
10716,2100937,1.0,good,66.66666666666666
10715,2100746,1.0,good,66.66666666666666
10712,2100432,1.0,good,66.66666666666666
10812,2108957,1.0,good,66.66666666666666
10710,2100401,1.0,good,66.66666666666666
10708,2100241,1.0,good,66.66666666666666
10707,2100180,1.0,good,66.66666666666666
10703,2100043,1.0,good,66.66666666666666
10702,2100029,1.0,good,66.66666666666666
10700,2099736,1.0,good,66.66666666666666
10698,2099514,1.0,good,66.66666666666666
10697,2099491,1.0,good,66.66666666666666
10695,2099422,1.0,good,66.66666666666666
10694,2099408,1.0,good,66.66666666666666
10741,2103617,1.0,good,66.66666666666666
10743,2103716,1.0,good,66.66666666666666
10744,2103976,1.0,good,66.66666666666666
10745,2104003,1.0,good,66.66666666666666
10801,2108100,1.0,good,66.66666666666666
10800,2108001,1.0,good,66.66666666666666
10796,2107820,1.0,good,66.66666666666666
10795,2107790,1.0,good,66.66666666666666
10792,2107653,1.0,good,66.66666666666666
10791,2107462,1.0,good,66.66666666666666
10789,2107424,1.0,good,66.66666666666666
10788,2107400,1.0,good,66.66666666666666
10787,2107370,1.0,good,66.66666666666666
10786,2107196,1.0,good,66.66666666666666
10776,2106335,1.0,good,66.66666666666666
10775,2106311,1.0,good,66.66666666666666
10772,2106120,1.0,good,66.66666666666666
10768,2105864,1.0,good,66.66666666666666
10765,2105703,1.0,good,66.66666666666666
10759,2105253,1.0,good,66.66666666666666
10758,2105086,1.0,good,66.66666666666666
10755,2104935,1.0,good,66.66666666666666
10751,2104478,1.0,good,66.66666666666666
10750,2104256,1.0,good,66.66666666666666
10748,2104188,1.0,good,66.66666666666666
10432,2076485,1.0,good,66.66666666666666
10430,2076270,1.0,good,66.66666666666666
10426,2075952,1.0,good,66.66666666666666
10047,2043524,1.0,good,66.66666666666666
10074,2046419,1.0,good,66.66666666666666
10073,2046310,1.0,good,66.66666666666666
10072,2046204,1.0,good,66.66666666666666
10070,2045986,1.0,good,66.66666666666666
10069,2045955,1.0,good,66.66666666666666
10068,2045931,1.0,good,66.66666666666666
10066,2045832,1.0,good,66.66666666666666
10064,2045627,1.0,good,66.66666666666666
10060,2045221,1.0,good,66.66666666666666
10057,2044842,1.0,good,66.66666666666666
10046,2043432,1.0,good,66.66666666666666
10011,2040165,1.0,good,66.66666666666666
10044,2043326,1.0,good,66.66666666666666
10038,2042657,1.0,good,66.66666666666666
10033,2042367,1.0,good,66.66666666666666
10032,2042237,1.0,good,66.66666666666666
10029,2041605,1.0,good,66.66666666666666
10028,2041537,1.0,good,66.66666666666666
10022,2040905,1.0,good,66.66666666666666
10020,2040752,1.0,good,66.66666666666666
10018,2040646,1.0,good,66.66666666666666
10016,2040554,1.0,good,66.66666666666666
10078,2046662,1.0,good,66.66666666666666
10079,2046686,1.0,good,66.66666666666666
10081,2047010,1.0,good,66.66666666666666
10082,2047089,1.0,good,66.66666666666666
10124,2050478,1.0,good,66.66666666666666
10122,2050188,1.0,good,66.66666666666666
10120,2050089,1.0,good,66.66666666666666
10119,2049939,1.0,good,66.66666666666666
10118,2049908,1.0,good,66.66666666666666
10117,2049847,1.0,good,66.66666666666666
10115,2049687,1.0,good,66.66666666666666
10114,2049625,1.0,good,66.66666666666666
10106,2049175,1.0,good,66.66666666666666
10105,2049137,1.0,good,66.66666666666666
10104,2049090,1.0,good,66.66666666666666
10103,2048987,1.0,good,66.66666666666666
10102,2048901,1.0,good,66.66666666666666
10099,2048673,1.0,good,66.66666666666666
10098,2048444,1.0,good,66.66666666666666
10097,2048321,1.0,good,66.66666666666666
10096,2048284,1.0,good,66.66666666666666
10094,2048086,1.0,good,66.66666666666666
10086,2047324,1.0,good,66.66666666666666
10085,2047188,1.0,good,66.66666666666666
10084,2047140,1.0,good,66.66666666666666
10013,2040240,1.0,good,66.66666666666666
10009,2040097,1.0,good,66.66666666666666
10129,2050713,1.0,good,66.66666666666666
9919,2031484,1.0,good,66.66666666666666
9948,2033891,1.0,good,66.66666666666666
9946,2033822,1.0,good,66.66666666666666
9944,2033792,1.0,good,66.66666666666666
9942,2033709,1.0,good,66.66666666666666
9937,2032986,1.0,good,66.66666666666666
9934,2032818,1.0,good,66.66666666666666
9930,2032320,1.0,good,66.66666666666666
9927,2032078,1.0,good,66.66666666666666
9926,2032061,1.0,good,66.66666666666666
9922,2031699,1.0,good,66.66666666666666
9916,2031279,1.0,good,66.66666666666666
10008,2039831,1.0,good,66.66666666666666
9914,2030944,1.0,good,66.66666666666666
9913,2030876,1.0,good,66.66666666666666
9911,2030654,1.0,good,66.66666666666666
9910,2030562,1.0,good,66.66666666666666
9904,2030326,1.0,good,66.66666666666666
9899,2030081,1.0,good,66.66666666666666
9896,2029597,1.0,good,66.66666666666666
9893,2028910,1.0,good,66.66666666666666
9892,2028835,1.0,good,66.66666666666666
9889,2028477,1.0,good,66.66666666666666
9950,2034041,1.0,good,66.66666666666666
9951,2034126,1.0,good,66.66666666666666
9955,2034515,1.0,good,66.66666666666666
9957,2034638,1.0,good,66.66666666666666
10006,2039466,1.0,good,66.66666666666666
10004,2038940,1.0,good,66.66666666666666
10003,2038889,1.0,good,66.66666666666666
10000,2038445,1.0,good,66.66666666666666
9998,2038391,1.0,good,66.66666666666666
9997,2038278,1.0,good,66.66666666666666
9996,2038261,1.0,good,66.66666666666666
9995,2038247,1.0,good,66.66666666666666
9994,2038230,1.0,good,66.66666666666666
9993,2038148,1.0,good,66.66666666666666
9992,2038025,1.0,good,66.66666666666666
9988,2037653,1.0,good,66.66666666666666
9983,2037011,1.0,good,66.66666666666666
9981,2036762,1.0,good,66.66666666666666
9976,2036359,1.0,good,66.66666666666666
9975,2036175,1.0,good,66.66666666666666
9972,2036014,1.0,good,66.66666666666666
9969,2035789,1.0,good,66.66666666666666
9966,2035345,1.0,good,66.66666666666666
9965,2035321,1.0,good,66.66666666666666
9960,2034799,1.0,good,66.66666666666666
10127,2050584,1.0,good,66.66666666666666
10131,2051086,1.0,good,66.66666666666666
10425,2075921,1.0,good,66.66666666666666
10315,2068169,1.0,good,66.66666666666666
10361,2071374,1.0,good,66.66666666666666
10353,2070735,1.0,good,66.66666666666666
10349,2070391,1.0,good,66.66666666666666
10347,2070230,1.0,good,66.66666666666666
10337,2069630,1.0,good,66.66666666666666
10335,2069517,1.0,good,66.66666666666666
10333,2069241,1.0,good,66.66666666666666
10329,2069074,1.0,good,66.66666666666666
10328,2068794,1.0,good,66.66666666666666
10324,2068732,1.0,good,66.66666666666666
10312,2068053,1.0,good,66.66666666666666
10269,2063652,1.0,good,66.66666666666666
10303,2067254,1.0,good,66.66666666666666
10302,2067209,1.0,good,66.66666666666666
10301,2067186,1.0,good,66.66666666666666
10298,2066998,1.0,good,66.66666666666666
10296,2066943,1.0,good,66.66666666666666
10295,2066912,1.0,good,66.66666666666666
10294,2066899,1.0,good,66.66666666666666
10292,2066790,1.0,good,66.66666666666666
10283,2065892,1.0,good,66.66666666666666
10278,2065267,1.0,good,66.66666666666666
10363,2071459,1.0,good,66.66666666666666
10366,2071695,1.0,good,66.66666666666666
10370,2072098,1.0,good,66.66666666666666
10374,2072166,1.0,good,66.66666666666666
10423,2075808,1.0,good,66.66666666666666
10421,2075778,1.0,good,66.66666666666666
10420,2075761,1.0,good,66.66666666666666
10419,2075532,1.0,good,66.66666666666666
10415,2075310,1.0,good,66.66666666666666
10412,2074962,1.0,good,66.66666666666666
10411,2074955,1.0,good,66.66666666666666
10406,2074740,1.0,good,66.66666666666666
10405,2074665,1.0,good,66.66666666666666
10404,2074528,1.0,good,66.66666666666666
10401,2074412,1.0,good,66.66666666666666
10400,2074405,1.0,good,66.66666666666666
10399,2074290,1.0,good,66.66666666666666
10398,2074276,1.0,good,66.66666666666666
10396,2074078,1.0,good,66.66666666666666
10388,2073514,1.0,good,66.66666666666666
10387,2073491,1.0,good,66.66666666666666
10384,2073095,1.0,good,66.66666666666666
10383,2072869,1.0,good,66.66666666666666
10382,2072760,1.0,good,66.66666666666666
10381,2072746,1.0,good,66.66666666666666
10272,2063928,1.0,good,66.66666666666666
10268,2063256,1.0,good,66.66666666666666
10140,2051581,1.0,good,66.66666666666666
10174,2054223,1.0,good,66.66666666666666
10193,2055794,1.0,good,66.66666666666666
10192,2055756,1.0,good,66.66666666666666
10190,2055589,1.0,good,66.66666666666666
10188,2055480,1.0,good,66.66666666666666
10187,2055466,1.0,good,66.66666666666666
10184,2055213,1.0,good,66.66666666666666
10183,2055206,1.0,good,66.66666666666666
10182,2055114,1.0,good,66.66666666666666
10181,2054988,1.0,good,66.66666666666666
10175,2054247,1.0,good,66.66666666666666
10173,2054124,1.0,good,66.66666666666666
10264,2062891,1.0,good,66.66666666666666
10170,2053936,1.0,good,66.66666666666666
10168,2053714,1.0,good,66.66666666666666
10166,2053288,1.0,good,66.66666666666666
10164,2053233,1.0,good,66.66666666666666
10159,2052847,1.0,good,66.66666666666666
10155,2052434,1.0,good,66.66666666666666
10154,2052199,1.0,good,66.66666666666666
10151,2052120,1.0,good,66.66666666666666
10150,2052106,1.0,good,66.66666666666666
10144,2051833,1.0,good,66.66666666666666
10194,2055831,1.0,good,66.66666666666666
10197,2055947,1.0,good,66.66666666666666
10198,2055961,1.0,good,66.66666666666666
10200,2056135,1.0,good,66.66666666666666
10262,2062761,1.0,good,66.66666666666666
10260,2062372,1.0,good,66.66666666666666
10258,2062334,1.0,good,66.66666666666666
10254,2061788,1.0,good,66.66666666666666
10253,2061740,1.0,good,66.66666666666666
10251,2061511,1.0,good,66.66666666666666
10246,2061078,1.0,good,66.66666666666666
10244,2060729,1.0,good,66.66666666666666
10240,2060606,1.0,good,66.66666666666666
10237,2060415,1.0,good,66.66666666666666
10232,2059716,1.0,good,66.66666666666666
10227,2058764,1.0,good,66.66666666666666
10222,2058467,1.0,good,66.66666666666666
10220,2057651,1.0,good,66.66666666666666
10219,2057620,1.0,good,66.66666666666666
10218,2057538,1.0,good,66.66666666666666
10216,2057477,1.0,good,66.66666666666666
10214,2057248,1.0,good,66.66666666666666
10211,2057194,1.0,good,66.66666666666666
10204,2056432,1.0,good,66.66666666666666
10203,2056425,1.0,good,66.66666666666666
10956,2122304,1.0,good,66.66666666666666
10961,2122533,1.0,good,66.66666666666666
7891,1799095,1.0,good,66.66666666666666
11609,2163703,1.0,good,66.66666666666666
11624,2164427,1.0,good,66.66666666666666
11622,2164397,1.0,good,66.66666666666666
11621,2164366,1.0,good,66.66666666666666
11620,2164335,1.0,good,66.66666666666666
11618,2164281,1.0,good,66.66666666666666
11616,2164205,1.0,good,66.66666666666666
11614,2164045,1.0,good,66.66666666666666
11612,2163895,1.0,good,66.66666666666666
11611,2163871,1.0,good,66.66666666666666
11610,2163727,1.0,good,66.66666666666666
11607,2163642,1.0,good,66.66666666666666
11629,2164571,1.0,good,66.66666666666666
11606,2163604,1.0,good,66.66666666666666
11605,2163437,1.0,good,66.66666666666666
11604,2163352,1.0,good,66.66666666666666
11603,2163314,1.0,good,66.66666666666666
11601,2163277,1.0,good,66.66666666666666
11600,2163239,1.0,good,66.66666666666666
11599,2163192,1.0,good,66.66666666666666
11598,2162973,1.0,good,66.66666666666666
11597,2162966,1.0,good,66.66666666666666
11595,2162911,1.0,good,66.66666666666666
11626,2164489,1.0,good,66.66666666666666
11635,2165196,1.0,good,66.66666666666666
10965,2123202,1.0,good,66.66666666666666
11651,2166025,1.0,good,66.66666666666666
11663,2167732,1.0,good,66.66666666666666
11662,2167695,1.0,good,66.66666666666666
11661,2167473,1.0,good,66.66666666666666
11660,2167428,1.0,good,66.66666666666666
11659,2167374,1.0,good,66.66666666666666
11658,2167046,1.0,good,66.66666666666666
11657,2166896,1.0,good,66.66666666666666
11654,2166513,1.0,good,66.66666666666666
11653,2166353,1.0,good,66.66666666666666
11652,2166070,1.0,good,66.66666666666666
11650,2165974,1.0,good,66.66666666666666
11637,2165240,1.0,good,66.66666666666666
11649,2165899,1.0,good,66.66666666666666
11648,2165745,1.0,good,66.66666666666666
11647,2165608,1.0,good,66.66666666666666
11646,2165530,1.0,good,66.66666666666666
11645,2165462,1.0,good,66.66666666666666
11644,2165455,1.0,good,66.66666666666666
11642,2165387,1.0,good,66.66666666666666
11641,2165370,1.0,good,66.66666666666666
11640,2165356,1.0,good,66.66666666666666
11638,2165301,1.0,good,66.66666666666666
11594,2162867,1.0,good,66.66666666666666
11593,2162829,1.0,good,66.66666666666666
11592,2162782,1.0,good,66.66666666666666
11533,2160177,1.0,good,66.66666666666666
11551,2161198,1.0,good,66.66666666666666
11550,2161181,1.0,good,66.66666666666666
11548,2161167,1.0,good,66.66666666666666
11547,2161082,1.0,good,66.66666666666666
11545,2160979,1.0,good,66.66666666666666
11544,2160948,1.0,good,66.66666666666666
11543,2160870,1.0,good,66.66666666666666
11542,2160726,1.0,good,66.66666666666666
11538,2160375,1.0,good,66.66666666666666
11537,2160269,1.0,good,66.66666666666666
11530,2160054,1.0,good,66.66666666666666
11590,2162706,1.0,good,66.66666666666666
11528,2159966,1.0,good,66.66666666666666
11527,2159850,1.0,good,66.66666666666666
11524,2159782,1.0,good,66.66666666666666
11521,2159485,1.0,good,66.66666666666666
11520,2159478,1.0,good,66.66666666666666
11519,2159461,1.0,good,66.66666666666666
11518,2159416,1.0,good,66.66666666666666
11516,2159263,1.0,good,66.66666666666666
11515,2159256,1.0,good,66.66666666666666
11512,2159126,1.0,good,66.66666666666666
11552,2161259,1.0,good,66.66666666666666
11553,2161266,1.0,good,66.66666666666666
11554,2161280,1.0,good,66.66666666666666
11555,2161303,1.0,good,66.66666666666666
11589,2162676,1.0,good,66.66666666666666
11587,2162584,1.0,good,66.66666666666666
11585,2162560,1.0,good,66.66666666666666
11584,2162539,1.0,good,66.66666666666666
11583,2162515,1.0,good,66.66666666666666
11582,2162478,1.0,good,66.66666666666666
11581,2162423,1.0,good,66.66666666666666
11580,2162416,1.0,good,66.66666666666666
11579,2162379,1.0,good,66.66666666666666
11578,2162300,1.0,good,66.66666666666666
11577,2162270,1.0,good,66.66666666666666
11573,2162126,1.0,good,66.66666666666666
11572,2162096,1.0,good,66.66666666666666
11571,2162089,1.0,good,66.66666666666666
11569,2161969,1.0,good,66.66666666666666
11568,2161914,1.0,good,66.66666666666666
11564,2161747,1.0,good,66.66666666666666
11563,2161716,1.0,good,66.66666666666666
11559,2161631,1.0,good,66.66666666666666
11558,2161549,1.0,good,66.66666666666666
11556,2161396,1.0,good,66.66666666666666
11665,2167862,1.0,good,66.66666666666666
11666,2167916,1.0,good,66.66666666666666
11668,2168135,1.0,good,66.66666666666666
11773,2176178,1.0,good,66.66666666666666
11786,2177267,1.0,good,66.66666666666666
11785,2177168,1.0,good,66.66666666666666
11782,2176970,1.0,good,66.66666666666666
11781,2176864,1.0,good,66.66666666666666
11780,2176697,1.0,good,66.66666666666666
11779,2176673,1.0,good,66.66666666666666
11778,2176581,1.0,good,66.66666666666666
11776,2176383,1.0,good,66.66666666666666
11775,2176222,1.0,good,66.66666666666666
11774,2176215,1.0,good,66.66666666666666
11768,2175997,1.0,good,66.66666666666666
11748,2174754,1.0,good,66.66666666666666
11767,2175928,1.0,good,66.66666666666666
11766,2175652,1.0,good,66.66666666666666
11764,2175447,1.0,good,66.66666666666666
11763,2175423,1.0,good,66.66666666666666
11762,2175362,1.0,good,66.66666666666666
11761,2175317,1.0,good,66.66666666666666
11758,2175164,1.0,good,66.66666666666666
11757,2175072,1.0,good,66.66666666666666
11752,2174921,1.0,good,66.66666666666666
11751,2174891,1.0,good,66.66666666666666
11787,2177281,1.0,good,66.66666666666666
11788,2177298,1.0,good,66.66666666666666
11789,2177311,1.0,good,66.66666666666666
11790,2177397,1.0,good,66.66666666666666
11811,2179544,1.0,good,66.66666666666666
11810,2179513,1.0,good,66.66666666666666
11809,2179414,1.0,good,66.66666666666666
11808,2179322,1.0,good,66.66666666666666
11807,2179230,1.0,good,66.66666666666666
11806,2179018,1.0,good,66.66666666666666
11805,2178790,1.0,good,66.66666666666666
11804,2178714,1.0,good,66.66666666666666
11803,2178660,1.0,good,66.66666666666666
11802,2178622,1.0,good,66.66666666666666
11801,2178578,1.0,good,66.66666666666666
11800,2178332,1.0,good,66.66666666666666
11799,2177946,1.0,good,66.66666666666666
11798,2177908,1.0,good,66.66666666666666
11797,2177694,1.0,good,66.66666666666666
11796,2177632,1.0,good,66.66666666666666
11795,2177625,1.0,good,66.66666666666666
11794,2177496,1.0,good,66.66666666666666
11793,2177472,1.0,good,66.66666666666666
11792,2177441,1.0,good,66.66666666666666
11791,2177410,1.0,good,66.66666666666666
11750,2174839,1.0,good,66.66666666666666
11745,2174488,1.0,good,66.66666666666666
11669,2168159,1.0,good,66.66666666666666
11694,2170176,1.0,good,66.66666666666666
11710,2171654,1.0,good,66.66666666666666
11708,2171517,1.0,good,66.66666666666666
11707,2171494,1.0,good,66.66666666666666
11706,2171449,1.0,good,66.66666666666666
11703,2171357,1.0,good,66.66666666666666
11702,2171333,1.0,good,66.66666666666666
11699,2170503,1.0,good,66.66666666666666
11698,2170466,1.0,good,66.66666666666666
11697,2170343,1.0,good,66.66666666666666
11696,2170299,1.0,good,66.66666666666666
11693,2169866,1.0,good,66.66666666666666
11743,2174372,1.0,good,66.66666666666666
11691,2169767,1.0,good,66.66666666666666
11690,2169699,1.0,good,66.66666666666666
11687,2169330,1.0,good,66.66666666666666
11685,2169194,1.0,good,66.66666666666666
11680,2168678,1.0,good,66.66666666666666
11679,2168654,1.0,good,66.66666666666666
11678,2168562,1.0,good,66.66666666666666
11674,2168395,1.0,good,66.66666666666666
11673,2168371,1.0,good,66.66666666666666
11672,2168302,1.0,good,66.66666666666666
11711,2171807,1.0,good,66.66666666666666
11712,2171845,1.0,good,66.66666666666666
11714,2171999,1.0,good,66.66666666666666
11715,2172002,1.0,good,66.66666666666666
11742,2174235,1.0,good,66.66666666666666
11738,2174051,1.0,good,66.66666666666666
11737,2173740,1.0,good,66.66666666666666
11736,2173733,1.0,good,66.66666666666666
11735,2173627,1.0,good,66.66666666666666
11734,2173580,1.0,good,66.66666666666666
